"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Feb 22","2017","Passat GLS 1.8L","Oil Sludge Resulting In Engine Failure","105,000 miles","My car was driving perfect, no problems at all. Then all of a suden my car starts making this weird noise, then its dead? My car was in great condition, cosmetically and mechanically. Beautiful car, my first vw and i love it. I just hate i only had it for a year befor it died, my friends have cars that are a piece of garbage but they outlasted my solid car. Then i looked online and found out why, i want justice! My car is beautiful, i just became a lifelong member of vw. I hope they stand behind their work!"
"Mar 20","2013","Passat","Oil Sludge Resulting In Engine Failure","124,000 miles","I ONLY HAD THIS CAR FOR 3 MONTHS AND THE CAR SHUT DOWN ON ME, VERY DISAPPOINTED. MY SON BOUGHT THIS CAR FOR ME FOR MY BIRTHDAY! HE WANTED ME TO HAVE A SAFE VEHICLE TO DRIVE, ESPECIALLY IN THE WINTER. SO AS I WAS DRIVING FROM TOWN WHICH IS 20 MILES AWAY THE CAR ALL OF A SUDDEN SHUT DOWN ON ME. IT WAS COLD OUT AND VERY EMBARRASSING. I HAD TO CALL MY BROTHER AND HAVE HIM COME GET ME AND TOW THE CAR HOME. I HAD HALBINSAL IN ESCANABA, MI LOOK AT IT. THEY SAID IT NEEDS A NEW ENGINE,THE TIMING BELT BROKE AND IT WILL COST ABOUT $4000 TO FIX IT. I WAS DEVASTATED BECAUSE I DON'T HAVE THAT KIND OF MONEY TO FIX IT!!!!"
"Jan 01","2010","Passat 1.8L T","Oil Sludge Resulting In Engine Failure","120,000 miles","O-rings leaking oil into cylinders.Thousands of dollars of repairs to fixCheck engine codes persistentCatalytic converter full of burnt oilO2 sensor trips check engine codes as a result of oil through exhaustThereby won't pass inspection without replacement of cat.converter and sensor, not a fix though."
"Dec 24","2012","Passat GLS 1.8L T","Oil Sludge Resulting In Engine Failure","108,000 miles","I bought my 2002 passat in 2009. I have had Warranty until 2012. I always got a synthetic oil changes at factory recommended time/miles."
"Aug 01","2012","Passat Highline 1.8t","Oil Sludge Resulting In Engine Failure","104,390 miles","I had an oil service on the card just a few months before. No mention as to oil sludge in system, still they refused to fix the problem on their account. Engine shut down to safe mode and was not drivable when it stopped. They changed a few parts after flushing the entire oil system. Turbo seems to be okay from what they said. Car currently works as it should, although I'm currently unsure if the problem has been removed by changing oil type. All services have been done at the dealership."
"Jan 23","2013","Passat GL","Oil Sludge Resulting In Engine Failure","105,000 miles","Engine light came on while driving. Took the car into a mechanic who thought it could be the oil pump. After researching, I came to learn it was oil sludge. On the way have CarMax look at it the engine shut down. Needless to say, my leverage was negatively impacted when it showed up to CarMax on a tow truck. They gave me $1,000 for it."
"Jan 16","2012","Passat 3.2L","Oil Sludge Resulting In Engine Failure","138,000 miles","I bought a VW Passat October 2010. After taking it home I ended up taking it back on that Monday for various problems. They took 90 days to fix my car. My complaint here is that the oil light came on and I took if to get an oil change. The mechanic told me that there was sludge in the engine and that he could not five me a receipt for the change. The motor is running loud and I understand that this my cause me to have to change the oil pump or motor. VW has had several complaints about this problem and they won't do anything about it. It appears to be a design problem."
"Nov 16","2011","Passat 1.8L T","Oil Sludge Resulting In Engine Failure","97,000 miles","I bought this 2002 model VW Passat 1.8T about a year and a half ago with 86,000 miles on it. Event though I had not heard about the sludge problem, I put in synthetic oil a couple of times (last change actually just a week prior to the damage). About a couple of weeks ago, the car started flashing the oil pressure warning at me, but only for a second or so, then returned to normal. Now the oil pressure light is on constantly, and it was diagnosed as having the sludge problem."
"Aug 14","2011","Passat GLS 1.8L Turbo","Oil Sludge Resulting In Engine Failure","94,000 miles","It's 8/15/2011 - I bought a nice 2002 VW w/ 85000 miles on it. After 6 months I put 10k on it and decided to buy something w/ even better gas mileage so I just sold it to a nice young couple that just had a baby (and lived through a recent tornado). The next day the stop engine light came on and the engine seized. They towed it to the dealer and they are saying it's due to sludge and the engine needs to be replaced. It's going to cost $5k. (which they bought the car for $4500 so go figure). I'm up tonight trying to figure out what I'm going do... I hate that it happened and I'm probably just going to give them their money back. But the way I see it VW has a chance to create 2 very happy customers or 2 anti-VW customers. I've read about the lawsuit and if VW would cover at least 1/2 it would be nice.. I would cover the other half and he would still have a great car.. IF not they'll have 2 people that will never buy another VW again. Wish us luck."
"Mar 24","2011","Passat PGS 1.8L Turbo","Oil Sludge Resulting In Engine Failure","113,000 miles","I got this car (2002 Passat 1.8T) from a car dealer, who said he bought it from an auction. I put 1200 miles on it after getting the car, and the car ran fine for a while and then suddenly I saw oil spill wherever I park it. I pulled the oil dipstick put and it has a sludge that looks like white chocolate color viscous fluid all over the dipstick when I pulled it out, I took it to a mechanic after his inspection, he said the history is someone turned the turbo off and there are multiple places where he can see the oil leak. he said its going to cost a lot to repair it so I asked him to take an engine from a salvage yard and just switch it, lets see what he comes up with. Never a Volkswagen again........what a piece of crap I bought, even the VW dealership says the car is a fine buy after looking a it for any faults."
"Oct 13","2009","Passat 1.8L Turbo","Oil Sludge Resulting In Engine Failure","76,000 miles","The car started taking several times to start, and the camshaft position sensor threw an error. We replaced the sensor, but the problem persisted. Eventually we were driving home and the car just shut off. The engine was completely destroyed and we had to replace it."
"Dec 21","2010","Passat 1.8L","Oil Sludge Resulting In Engine Failure","119,484 miles","I do not know anything about cars. I just knew something was wrong. I DROVE the car to the mechanic, and left it. They called me a few days later and said they did some research online and that it was an oil sludge buildup problem that would be easy to fix. Would run about $500. A week later they called and told me the timing belt was broken, and that the oil sludge stopped the cam shaft and froze the lifters. They also said that now the car will not even start and that I need a new engine. They could get me a used one for $2,500 and with $1,500 in labor, I could have the car back for around $4,000. OR that I could give them $300 for what they did do and tow the car home. Now my question is this... From what I've found out, if the timing belt was broken, I would not have been able to drive my car to them in the first place. I'm just so upset and really do not know how to talk to these mechanics and basically need some advice... They intimidate me and I really feel as if they are taking advantage of me."
"Sep 13","2010","Passat 1.8L Turbo","Oil Sludge Resulting In Engine Failure","120,000 miles","bought the 2002 VW Passat Feb 3,2010..bought extended warranty for it..did oil changes and maintained my car with extented warranty expectations. was driving the car and it just STOPPED completley..took it in warranty was denied.. now i read this and the oil sludge has never crossed my mined so i thought previous owners did not maintaine vehical .now by reading all of this complaints i realize its not the previous owners it the whole manufactor who has failed to do the RECALL on the probleme...somebody has to pay to repair our vehicals ...we try to protect ourselfs well in my case with warranty and even at that they fail so now i'm paying a car i can NOT DRIVE ...And still have to carry a note ."
"Aug 28","2010","Passat 1.8L Turbo","Oil Sludge Resulting In Engine Failure","150,000 miles","I am the second owner of this vehicle and have received some recall notices on it, but never anything about sludge engine problems. This is the third time this problem has happened since I have owned my Passat. Nov. 13, 2006, Nov. 24, 2009, Aug. 28, 2010. When will there be a class action suit? VW clearly knows there is a problem and wants brand loyalty. What about customer loyalty and doing the Right thing and fixing the problem so is does not affect our engines!!!"
"May 19","2010","Passat Sedan 1.8t","Oil Sludge Resulting In Engine Failure","108,235 miles","VW passat needs to get in touch those who own a 2002 VW Passat 1.8T, because it is ridiculous what is going on with these cars, this way their market and consumer demand will drop sky rocketing down the hill if nothing will be done to compensate what we as consumers have to go through. If there is any other group that is getting votes together. please let me know, and i wanna be part of it, this is not how business is being done! Supposed to be about consumer satisfaction, is there such a thing anymore, or just to make a sale and see you later. If you are a car maker than you should stand behind your product and make sure what you do will serve the consumer not other way around, where you still end up making money by consumers ordering parts every other day, and this is not the way we can be safe on the road, this will just cause more accidents and others will be in danger! LETS DO SOMETHING ABOUT IT!"
"Jan 05","2009","Passat 1.8L T","Oil Sludge Resulting In Engine Failure","83,000 miles","Let's just call a spade a spade - the 2002 Passat is a piece of  !"
"Jan 20","2010","Passat 1.8L Turbo","Oil Sludge Resulting In Engine Failure","104,000 miles","I had just bought this car and have a $3,500 loan. I now have a car loan for a car I cannot drive. VW should be ashamed to have produced a product like this! I will never by another VW car and will tell everyone who will listen that they should avoid VWs. Let me know if there is a lawsuit. VW should be paying for a new engine because they have known about this problem."
"Mar 21","2010","Passat","Oil Sludge Resulting In Engine Failure","50,000 miles","I bought this car for my daughter in 2002 when she was a sophomore in high school hoping this would take her through college.  I also bought the fidelity insurance policy as well as oil changes.  My daughter took the car to the dealer for the oil changes and the dealership USED REGULAR OIL!!!!  At 50,000 miles the engine had to be replaced.....Neither VW or Fidelity Insurance would bear the cost of repayment.....a few oil changes were not in what they called a timely manner.....whatever....the wrong oil was used and neither the company, dealership, or insurance company would man-up....we still have the car....and always making costly repairs.....what a piece of junk"
"Feb 11","2010","Passat 1.8t","Oil Sludge Resulting In Engine Failure","150,000 miles","Never in all my working of vehicles have I had such a pain in the ass of changing an oil pump. What the Hell???? remove the front bumper? ok. Now pull the entire front assembly away from the body? Ifyou say so. It took some extra steps, but I did finally find the root of the problem to my oil pressure problem. The oil lift tube has a screen in it that had become restricted with the crystalized particles (sludge?) of oil. Poor design only gives approx 2.5 square inches of screen to pass through. Anyway, we removed the pump and lift tube. I went ahead and replaced the pump since I was in there. The lift tube was let soak in carb. cleaning solution, then cleaned. Same was done for the oil pan interior. I saw signs of low oil use in the pan, which I believe was a catalyst to my problem. Bottom line: A little elbo grease and frustration saved me thousands of dollars. Hope this gives some insite to what is being seen in these engines."
"Jan 12","2010","Passat 1.8L","Oil Sludge Resulting In Engine Failure","76,000 miles","Volkswagen is aware of this design problem so they extended the warranty for eight years from date of purchase for those who have proper records of car maintenance history. The problem is oil sludge is building up and destroying oil pump and then engine. Fix is an engine replacement which is more than the current blue book value of car. I am eight years plus 20 days so they will not cover damage to car. I now have a worthless car. I am looking to see about a class action suit. Please contact me if you have any information regarding this. Trish B"
"Aug 12","2020","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","54,378 miles","It's just getting worse - even when I'm just taking off from a stop light the jerking is getting worse and I've read that's there's a recall on them. What do I need to do so I can get it fixed without me having to pay for it, and where do I need to go?"
"Jul 21","2022","Focus 4 cyl","Bad Hesitation/Jerking When Starting From A Stop Position","79,000 miles","It's really disappointing that Ford let this car just out there - it's an embarrassment to the American car."
"Jan 12","2022","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","81,000 miles","My Ford Focus has been causing problems for me for 6 months now all because of the powershift transmission. I have a dual-clutch Bad Hesitation/Jerking When Starting From A Stop Position that has been shuddering whenever I come out of a stopping position, and it won't reverse at all now, and it just grinds all the time. Taking it to a mechanic couldn't even solve the problem and I'm just tired of Ford and their annoying transmission problems they can't seem to ever fix. Ford needs to figure out their transmission issues because I'm sick and tired of these Ford vehicles."
"Jun 15","2020","Focus SE","Bad Hesitation/Jerking When Starting From A Stop Position","66,000 miles","This is the 4th time this vehicle has been in the shop since purchase in December of 2018. The Focus has had 3 clutch replacements since day 3 of ownership. Probably why Ford dealer certified the car. The reality is Ford should have never resold this vehicle. Ron Norris in Titusville, FL is the dealership. Paid way too much but certified helped the sale, 12K in December, 2018. I still owe $9500.FORD, PLEASE JUST BUY BACK THIS CAR AND I WILL WALK AWAY. I am not asking for anything in return other than a clear bill for a crud car. Anyhoo, today when driving, the check engine light comes on and all power is lost. Engine was still running, RPM runs high, but no power. Not a clutch issue but maybe the whole transmission finally went caput."
"Dec 17","2018","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","101,000 miles","When I purchased the car in August 2016, it was doing it from day 1, but I googled this problem and was convinced that that's how the transmission was supposed to be, and as long as I didn't take off too fast, it would be ok. I purchased the car for my 18 YO daughter who was leaving for college. She drove the car for two years until December 2018, when she returned it me after purchasing her first car. The taking off from a stop is horrible. It's very jerky and almost feels like the car wants to stall out on me."
"Aug 10","2018","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","135,000 miles","I have been having issues with this car for the past year on the transmission. It is known that Ford admits to sending these cars out with bad transmissions and still have not done anything about this problem. I can't even drive my car right now because of this issue, so I am currently paying on a car I cannot drive. Ford needs to recall these cars and do something about this since it is their screw up in the first place. I honestly will not buy another Ford."
"Aug 03","2019","Focus ES 3.2L","Bad Hesitation/Jerking When Starting From A Stop Position","88,919 miles","THIS ISSUE ALONG WITH AN INDICATOR LIGHT SHOWING ""TRANSMISSION FAULT SERVICE NOW"" HAS COME ON. THIS TYPE OF TRANSMISSION SHOULD NOT BE ALLOWED IN VEHICLES. FEELS LIKE YOU'RE DRIVING A MOPED, AS MANY TIMES AS IT SHIFTS GEARS."
"Feb 01","2016","Focus Titanium 2.0L 4 cyl. Ffv","Bad Hesitation/Jerking When Starting From A Stop Position","15,000 miles","Yeah bought my 2014 Ford Focus Titanium hatchback from Gaudin Ford in January of 2016 with roughly 146 miles. Asked the about the hesitation and they told me it's the way the transmission was designed. Worst car ever. Still love my car but ugh the transmission is getting worse lately."
"May 04","2019","Focus SE 2.0L 4 cyl","CVT transmission","61,223 miles","I will never buy a Ford product again!!! My first car was a Ford and I've always had a fondness for Ford cars and trucks. I have owned a few Fords..Explorer, 3 Escapes, 2 Focus', Fiesta. Out of the 7 I think 6 have had transmission issues!! I can't believe that it took me so long to figure it out that these cars are junk!!! I want to support an American made company but unfortunately it seems Ford doesn't care about producing a good solid product that will last, so I'm done no more Fords."
"Oct 05","2015","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","36,000 miles","I bought a 2014 Ford Focus used on 10/05/2015. It is the biggest piece of crap I have ever owned. It was a rental car when purchased from Manly Honda in Santa Rosa. I would like to have the fixed it under the California Lemon Law."
"Jan 01","2019","Focus SE 2.4L","Bad Hesitation/Jerking When Starting From A Stop Position","20,000 miles","WORST CAR I'VE EVER HAD. GRINDS AND SHIFTS DUE TO A DUAL CLUTCH TRANS. IS WHAT THE DEALER SPECIFIED."
"Oct 08","2018","Focus SE 2.0L","Bad Hesitation/Jerking When Starting From A Stop Position","60,000 miles","2014 Ford Focus transmission problem. It hesitates, shudders, surges and jerks when attempting to go from a stop. Why isn't there a recall on this? This is a serious issue. There's is a class action settlement which amounts to basically nothing. I want to sell this vehicle and this is clearly a hindrance. Who will want this vehicle once they drive it? This amounts to a great financial loss. This car is clearly a lemon, being Ford can choose to not recall it and rectify the problem. I don't understand how they determine which issues deem a recall."
"Aug 15","2016","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","12,000 miles","BOUGHT THIS CAR IN AUGUST OF 2016. IN SEPTEMBER 2016 THE SO CALLED DEALER STATED THEY FIXED THE PROBLEM. WOULD NOT PROVIDE ANY PAPERWORK. CAR SHUTTERS, HESITATES, DRIFTS BACKWARDS. IT HESITATES AND JERKS WHEN GOING FROM A STOP TO START."
"Dec 01","2013","Focus SE 2.0L I4","Bad Hesitation/Jerking When Starting From A Stop Position","5,000 miles","Leaky transmission seals that allowed fluid to pass to the clutch, presented jerking and lagging acceleration. Contacted Ford and they rejected my claim for a seal replacement stating my car VIN was unaffected. (Verified by Ford Dealership)Solution: Upgraded to a better brand."
"Aug 10","2018","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","80,000 miles","The blasted thing is worth only 5,000 dollars, and the repair bill is already at 3,000. I am told that this only gets it running again, and may not fix all the issues. This car sucks and I think Ford should buy it back! I have been online and found that transmission issues are a known problem for this particular car, but I can not get any help from a real person with it. All I am getting are robots and having to leave messages, meanwhile, the collections calls on the loan continue. I am stuck in a position where I either have to fix it or let it get repossessed. Please help!!"
"Apr 09","2014","Focus","Bad Hesitation/Jerking When Starting From A Stop Position","5,592 miles","Do not buy a Focus or Fiesta. Both have the same transmission and same issues.I thankfully leased this piece of garbage only for three years in 2014. Even during the test drive I noticed the hesitating. I was assured ""The car will adapt to your driving."" and felt it made sense. I am pretty mechanically savvy when it comes to cars and with it being new, I figured there was a ""break in"" period."
"Mar 05","2018","Focus ES 2.0L","Bad Hesitation/Jerking When Starting From A Stop Position","83,931 miles","This transmission problem started like before, with loss of trans engagement, lack of power and check engine light. This time the dealer won't honor the warranty.... this is a well known problem with the Focus and I complained about it from the first service.Is this problem part of the class action suit against Ford? Do I need a lawyer?"
"May 09","2017","Focus ES 2.0L","Bad Hesitation/Jerking When Starting From A Stop Position","69,060 miles","The problem started like before with lost of transmission engagement while driving, slipping and a transmission fault message the dealer replaced the TCM under warranty but recommend a clutch job of $2000"
"Dec 01","2015","Focus SE 2.0L","Bad Hesitation/Jerking When Starting From A Stop Position","6,835 miles","Took 4 times bringing it in, each time was worse than before. Had the problem for 6 months before they finally fixed it. First two times they said this was normal, third time re-calibrated TCM and the 4th I told them I was leaving it until a new clutch was put in. A week later they had a clutch when originally they said it would be 3 months.What also happened during this 6 month fiasco was the gas mileage kept on getting worse from averaging 7.8 to 9.1 litres per 100 kms. It was good for 6 months and then started to act up a bit and ever since then (now March 2018) it has gotten to the point as to where it was the 3rd time I brought it in the first time. It is worse when it is driven for a while and it usually is my wife who drives with me a bit on the weekend. Two weekends ago I drove the Focus for approximately 100 kms and as the day went on (shopping at different malls) the shuttering got worse to the point when we left a corner it would shutter convulsively for 50 yards or more. My wife tells me this so I get to see first hand what she is talking about."
"Dec 22","2017","Focus SE V4","Bad Hesitation/Jerking When Starting From A Stop Position","30,000 miles","was on recall list when i bought the car in 2016. had to wait a couple months for part to get fixed. was ""fixed"" jan 2017 now problem has come back as of late 2017 less than a year after being fixed. had it checked last oil change in July 2017 beach ford service didnt feel anything. 2/3/18 had my car in for oil change let them know the shuddering acceleration is back. They said would have to schedule an appointment during the week mon - fri 8am - 5pm for their tech to diagnose but i would probably be charged for the diagnostic test."
"Aug 13","2022","A4 2.0L","Engine Failure","75,390 miles","I bought this car from Carvana June 15 2022 and on April 15 2022 the engine failed without warning. I am waiting for a response from Silver Rock warranty company to see if it will be paid for. It took them 6 hours to get a tow truck on the way. Before they informed me of the tow I had already found a tow, it took me 20 min. I am not sure who's fault, it is Audi or Carvana, but as of now I am out over 20K for this car. Carvana has been the worst car buying experience that I have ever been through. We will see if they resolve this issue or not, I will post another when and if it is.So it's been 6 mo and i still do not have my car back Carvana and silverrock don't seem to care about the customer after they get there money, i have lost my job and can't look for another one until i get transportation do to the fact i live in a rual area. Day after day week after week month after month i have been waiting still no car."
"Jan 12","2022","A4 2.0t","Engine Failure","110,170 miles","I purchased this car January 12th 2022. The CVT was slipping. Took it to a mechanic. THE F* ENGINE HAS NO PRESSURE ON CYLINDER 2. The mechanic looked further. There's a broken piston ring. The car is undrivable. Seriously I have to tow this POS. I started googling and found that there's a class action suit because Audi KNEW about this problem. I want in. I basically just want the money back I paid for this steaming white dog turd."
"Dec 01","2021","A4 2.0L","Engine Failure","96,000 miles","Timing chain failed as caused damage to the engine. Mechanic is suggesting complete engine replacement."
"Oct 09","2017","A4 Premium 2.0t","Engine Failure","59,000 miles","I purchased a slightly used 2013 A4, 20K miles. As I was driving from the gym to my home at about 35mph, I felt the car losing power, then check engine light. I continued driving the next half mile to home. I used my own check engine device and I get engine misfire codes. I was thinking it could be a bad spark plug. I called the dealer and he asked me to bring it over to check. The nearest dealer was 100 miles away, so I towed there and waited for diagnosis.They found that a broken piston ring was causing chamber low pressure. The only solution is replace the entire engine, because it's cheaper than trying to repair. The engine would cost $13,000 including install!! My heart dropped that moment. Luckily I found that I have a third party extended warranty. The fight with the third party took about three months to convince them about the issue because they wanted the dealer to open the engine so they can see the root cause of the failure. I denied the request because if they open the engine end they end up denying the repair for any reason, I will have to pay the man hour for it.After persistence, they decided to replace my engine with a used engine that they sent to the dealer, so I was okay with it since I just need the car on the road and I intended to sell it anyway.I paid $100 deductibles and took my car. After driving the car for few days I started noticing clicking noise when I push the gas a little hard. After couple weeks I traded it for Toyota. NO MORE AUDI! as much as i love them"
"Sep 17","2015","A4 Premium 2.0L T","Engine Failure","116,017 miles","$8,978 was the cost of the last 2.0 Turbo engine Replacement about 5 months ago. I went with a Used engine with 9,000 miles on it, and I've put about 25,000 miles on that engine. It was fine for the first 10,000 miles then starting using oil.Just like the last one.I am a Public Relations Nightmare for Audi USA. I see young high income demographic buyers all day long and they ask me how I like my Audi. I tell them, and they decide not to buy one. See my previous posting about the first engine replacement.I am looking at an additional $9,000 - $15,000 engine replacement cost on a 2 year old car I still owe $22,000 on and will have about $25,000 into 2 engine replacements in a year's time.So I am wedded to Audi for a while. Wait until I get going with an Audi Engines Suck website. Search Engine optimized of Course, so it comes up in the top 5 or 10 every search on all search engines."
"Mar 10","2015","A4 Premium 2.0L T","Engine Failure","89,662 miles","Audi has had a known problem with PISTON RINGS for a long, long time, as in, many years. Other websites claim a 1 in 27 engine failure rate, by the Auto Warranty writers, for the Audi High Compression engines with Turbo's..The 2.0 Turbo is an engine Audi and Volkswagen are putting in many, many cars and SUVs. The 2.0 T in this car has now had it's second engine failure due to rings, in a year, and I am going in to the dealer to discuss it. It's out of warranty, was just barely out of warranty when it failed the first time, and will require a complete engine replacement.Further, I am a public relations nightmare for Audi USA. I see high income demographic buyers in my regular work all day long 5 and 6 days a week, and they ask "" How do you like your Audi A4 ? I tell them, "" it's like a bad girl friend. Very exciting car to drive, you drive it easy, you care for it, take it places, give it status, give it lots of Money and Love. ... It just won't love you back. 2 Engine replacements due to piston/ring failure and the car is 2 years old $9000 to $15000 engine replacement.I probably discourage between 5 and 10 people a week who were just going to buy an Audi from Buying one. And guess how many people they tell ? Guess what I tell the Audi Owners to do who also ask ? When the car starts using a lot of oil, complain like hell, insist on a compression test BEFORE the warranty period is up, and get a lawyer. Several have."
"Apr 08","2014","Fiesta","Jerking/Shuddering/Hesitation When Accelerating","11,500 miles","On 04/08/14, my car was losing acceleration as I was driving 45 mph on a major road. The acceleration slowed and eventually completely stopped in the middle of the road. The gear display was flashing from p to d, over and over. I towed my car to Cal Worthington Ford in Anchorage. They called me on 04/11/14- verified cel. Self test =p06b8, p0884, ran oasis=found tsb 13-11-2. And they reprogrammed pcm, tcm and performed transmission clutch adaptive learn, clear codes and retest=pass.I picked up my car and 3 days later 04/14/14, my car experienced the same symptoms on 04/08/14. My car could not accelerate and stalled in traffic on a major highway. The gear display was flashing again P to D, over and over. I towed my car back to Cal Worthington Ford. After having my car over a month, on 05/09/14 it was ready. They replaced the clutch supposedly but I did not receive any paperwork saying so. On 05/13/14, the acceleration slowed and the gear display switching from d, p, r, l over and over. I towed it back to Cal Worthington and they had my car until 05/21/14. Self test=p06b8, tested charging system and batt= batt pass end charges at 14.3v constant, no updates available. Cleared code and retest =p06b8 comes back. Replace pcm, programmed pcm, keys and performed trans clutch adaptive strategy. Clear code and retest=pass. Test drive = run and drives fine, no light. Next day, my engine stopped on my street, gear display flashing d,p,r,l over and over. Towed back to Cal Worthington and they had my car until 06/05/14. I do not have the paperwork for that repair."
"Oct 10","2016","Fiesta","Jerking/Shuddering/Hesitation When Accelerating","62,387 miles","On 10/10/16, my car was shuddering once it hit 10 mph and when shifting from D to P. I brought it into Cal Worthington Alaska and they tested trans operation and found trans clutch shudder, checked oasis for 15b22 , tsb 16-0109, pp test n, checked for dtc's in the tcm none found, reflashed pcm/tcm, performed adaptive clutch learn.I test drove vehicle , recorded shudder event and uploaded data to Ford, and acquired the rvc code rpfhfpc8nry5f ordered clutch. Tsb 16-0109 performed, 160198b 0.6 raised vehicle and removed trans assembly, inspected for trans leaks none found. Replaced clutch, throw/out bearing, and the small snap/ring. Performed clutch adaptive learn again, test drove finding operation normal."
"Apr 01","2016","Fiesta","Jerking/Shuddering/Hesitation When Accelerating","57,790 miles","On 04/01/2016, my car was shuddering when I was driving as 10 mph, rpm not working correctly and gears shifting incorrectly. I brought my car into Cal Worthington Ford in Alaska. Their diagnosis- see15b22, reprogrammed pcm and tcm. Performed shift drum and clutch relearn, cleared codes - ok."
"Aug 27","2020","Fiesta","Jerking/Shuddering/Hesitation When Accelerating","97,555 miles","While driving my car on a city highway, it started changing gears aggressively. The rpm went very high while driving between 20-30 mph, then dropped when reaching 40 mph. I had to pull over to the far right lane and put on my flashers because I could not safely drive the speed limit of 65. I pulled off of the highway and pulled my car into a parking lot to check on it. It would not go into reverse and it would not restart. We jumped my car and pushed it out of the parking spot and drove it to Kendall ford dealership service dept to get it looked at. They diagnosed the clutch needed to be replaced for $3,000. Parts needed:FA6Z-7B546-B CLUTCH ASY 660.77 CA6Z-7515-J LEVER ASY 214.99"
"Jun 15","2016","Fiesta SE 4 cyl","Jerking/Shuddering/Hesitation When Accelerating","100,000 miles","I've had problems with this transmission the first day I bought it. The transmission didn't want to shift properly so Ford did fix that problem, but now it jerks really bad not all the time but when it happens you almost get whip lash. The gas mileage is terrible also, i don't know if its because of the transmission or what it is. All I know is it's getting very very annoying.It happens when your at a stop and when you start going it jerks and sometimes its too the point you don't know if it will die on you."
"Jul 20","2016","Fiesta DB","Jerking/Shuddering/Hesitation When Accelerating","165,000 miles","I took my car into for the transmission repair and they replaced the clutch part the first time. The second time, a few months later, they said it was not warrantied anymore. They told me it would cost over $2000 to fix at $165,000 miles with no guarantees that it was the problem, and I would need a new transmission. My car would have been paid off in 18 months. Instead I was told to buy another car. It would not shift, It would not go over 30 miles per hour, It rattles and hesitated pulling out into traffic from a stop sign or light. Very Scary with a car full of kids. I am 51 years old and did not want to buy another car at this point. I felt I was put into the position with no choice. I have to have a reliable vehicle to get back and forth to school and work. The quality of cars and the expected life span should be like the old days. We would buy a vehicle and it would last for 20 years. Now, they do not last for 3-5 years, and they cost more. I am still very upset that I was sold a lemon. I called an attorney and never received a call back. So, I bought another car."
"Feb 06","2017","Fiesta SES 120-Hp,1.6L-Liter1-4 Regu","Jerking/Shuddering/Hesitation When Accelerating","126,748 miles","My car sometimes when I am driving jerks and sometimes it stalls and has a knocking sound. I have taken it to transmission mechanic to check it out but they say I got a bad deal. I am still making car payments and it is hurting me badly. Sometimes the engine light comes on has well. The left window on the passenger side does not go up and down.I had a recall for Ford to fix the clutch and the left front window on the passenger side and they did. repair it. Currently I am having problems with the left window on the passenger side going up and down again. I have kept the maintenance up on the car, but last week when I got a oil change and came home all of the oil came out of the car, since I had the car that never happened.I contacted the car mechanic immediately to fix it they came out and took my car and flush the engine and gave me another oil and fluid change. I need Ford to check out my engine and transmission. I owe $5000.00 more on my car and I do like my car because it is good on gas. But I cannot afford the high maintenance and car payment at the same time. I feel my car can put me down at anytime. I feel I got a raw deal."
"May 07","2017","Fiesta SE V6","Jerking/Shuddering/Hesitation When Accelerating","88,235 miles","My car is NOT a manual, however it seems to want to be!! If I depress the brake pedal, it rolls backwards!! While driving, it jerks and sputters and only on occasion!! It is very nerve racking to turn left through a busy intersection as it feels like it is going to stall. I'm so disappointed in this cute little car :("
"May 31","2013","Fiesta Powershift 1.6L","Jerking/Shuddering/Hesitation When Accelerating","24,855 miles","Ford sold recalled Fiestas in South Africa and now does not want to own up. I reported the issue of the transmission at its second service and still they are unwilling to fix this at their cost. All that was done was software updates as a temporary fix. The car is fitted with a DSP transmission which is irreparable. They want me to pay for a repair so that they can test. After all the back and forth with the various departments from the Head Office to the Dealerships, do yourself a favour and do not buy a Ford. They bury their head in the sand when the problem arises and find every excuse not to fix the junk they sell."
"Jan 17","2017","Fiesta","Jerking/Shuddering/Hesitation When Accelerating","72,000 miles","This is my sons car and a problem that needs fixing. I have a 2012 Titanium Ford Focus and Ford had to replace my transmission as it shuddered and flat stopped working. I am hoping Ford will fix this too,"
