pdate,pdate 2,marka,cheader,cheader 2,comments,comments_stemmed
Aug 09,2019,Focus LX 3.2L V6,Power Steering Failure,"124,000 miles",Very dangerous to be driving down a main highway going 75 miles per hour and lose power steering. I understand it is a default of the company making this car. I have had many recalls on different things with this car. I am leery of driving far with my car anywhere.,"['danger', 'drive', 'main', 'highway', 'go', '75', 'mile', 'per', 'hour', 'lose', 'power', 'steer', 'understand', 'default', 'compani', 'make', 'car', 'mani', 'recal', 'differ', 'thing', 'car', 'leeri', 'drive', 'far', 'car', 'anywher']"
Aug 18,2019,Focus SE Sport 2.0L,Power Steering Failure,"55,000 miles","Son returning to college had steering wheel become so hard to turn, he ran into the shoulder attempting to exit the freeway. A little searching found hundreds of Ford steering module failures and many recalls on other Ford models with failure of the same part. Is Ford waiting for more people to get killed before issuing a recall? UPDATE - Dealer updated software for $250. It did not work so a complete steering module replacement is required, which cost almost $3000. Absolutely, terrible customer service by Ford.","['son', 'return', 'colleg', 'steer', 'wheel', 'becom', 'hard', 'turn', 'ran', 'shoulder', 'attempt', 'exit', 'freeway', 'littl', 'search', 'found', 'hundr', 'ford', 'steer', 'modul', 'failur', 'mani', 'recal', 'ford', 'model', 'failur', 'part', 'ford', 'wait', 'peopl', 'get', 'kill', 'issu', 'recal', 'updat', 'dealer', 'updat', 'softwar', '250', 'work', 'complet', 'steer', 'modul', 'replac', 'requir', 'cost', 'almost', '3000', 'absolut', 'terribl', 'custom', 'servic', 'ford']"
Mar 28,2018,Focus LS 2.0L I4,"Power Steering Failure""","31,000 miles","Intermittently at random times the power in the power steering would fail creating a dangerous situation. Control of the vehicle would become difficult because of the large increase in effort to control the vehicle steering. Turning the vehicle off for a few minutes usually remedied the problem after you'd been scared to death from the loss of power steering. Steering control module was reset by local auto shop. They said there wasn't much they could do short of starting to replace parts in the system. They suggested taking the vehicle to a Ford Dealer because it was an ongoing issue with 2012 Ford Focus'.After 4 months the power steering completely failed. We took it to Fremont Ford in Fremont/Newark, CA. Big mistake on our part, it took them 1 day shy of 3 weeks with many un-returned calls. Ended up filing a complaint, Case #CAS14608637 with Ford to regarding the dealer and power steering failure situation.According to Fremont Ford, the cause of the power steering failure was the DMC connector, associated wiring from the steering computer to the steering module and the steering module/steering gear. Total cost for diagnosis, parts and labor was $2802.38. This is my daughter's car and I thank God that she was able to maintain control of the vehicle when the power steering failed. I truly believe this is a serious safety defect in the vehicle.","['intermitt', 'random', 'time', 'power', 'power', 'steer', 'would', 'fail', 'creat', 'danger', 'situat', 'control', 'vehicl', 'would', 'becom', 'difficult', 'larg', 'increas', 'effort', 'control', 'vehicl', 'steer', 'turn', 'vehicl', 'minut', 'usual', 'remedi', 'problem', 'youd', 'scare', 'death', 'loss', 'power', 'steer', 'steer', 'control', 'modul', 'reset', 'local', 'auto', 'shop', 'said', 'wasnt', 'much', 'could', 'short', 'start', 'replac', 'part', 'system', 'suggest', 'take', 'vehicl', 'ford', 'dealer', 'ongo', 'issu', '2012', 'ford', 'focusaft', '4', 'month', 'power', 'steer', 'complet', 'fail', 'took', 'fremont', 'ford', 'fremontnewark', 'ca', 'big', 'mistak', 'part', 'took', '1', 'day', 'shi', '3', 'week', 'mani', 'unreturn', 'call', 'end', 'file', 'complaint', 'case', 'cas14608637', 'ford', 'regard', 'dealer', 'power', 'steer', 'failur', 'situationaccord', 'fremont', 'ford', 'caus', 'power', 'steer', 'failur', 'dmc', 'connector', 'associ', 'wire', 'steer', 'comput', 'steer', 'modul', 'steer', 'modulest', 'gear', 'total', 'cost', 'diagnosi', 'part', 'labor', '280238', 'daughter', 'car', 'thank', 'god', 'abl', 'maintain', 'control', 'vehicl', 'power', 'steer', 'fail', 'truli', 'believ', 'seriou', 'safeti', 'defect', 'vehicl']"
Aug 15,2018,A4 Quattro,Excessive Oil Usage,"54,000 miles","By far the least reliable car I've ever owned. I've owned Hyundai, Honda, Kia, Nissan, and Geo! I've put more money into my ONE 2011 Audi A4 than all the other cars combined. No joke. In the four years I've owned my Audi, I've had to replace: all the fuel injectors, the intake manifold (twice), ignition coil, and now a cylinder head repair that will cost over $3,900 alone to fix. This is also the most fun car to drive I've ever owned, but because used cars are SO expensive right now - I'm stuck with this one. With all the repairs I've done - I'm just holding on to the false hope it actually will go a year without breaking down again. It's been undrivable every year that I've owned it, each year at least once. Oh, and it burns oil - about a 1/3 of a quart every 800 miles or so. Get used to seeing the 'low oil' indicator light.","['far', 'least', 'reliabl', 'car', 'ive', 'ever', 'own', 'ive', 'own', 'hyundai', 'honda', 'kia', 'nissan', 'geo', 'ive', 'put', 'money', 'one', '2011', 'audi', 'a4', 'car', 'combin', 'joke', 'four', 'year', 'ive', 'own', 'audi', 'ive', 'replac', 'fuel', 'injector', 'intak', 'manifold', 'twice', 'ignit', 'coil', 'cylind', 'head', 'repair', 'cost', '3900', 'alon', 'fix', 'also', 'fun', 'car', 'drive', 'ive', 'ever', 'own', 'use', 'car', 'expens', 'right', 'im', 'stuck', 'one', 'repair', 'ive', 'done', 'im', 'hold', 'fals', 'hope', 'actual', 'go', 'year', 'without', 'break', 'undriv', 'everi', 'year', 'ive', 'own', 'year', 'least', 'oh', 'burn', 'oil', '13', 'quart', 'everi', '800', 'mile', 'get', 'use', 'see', 'low', 'oil', 'indic', 'light']"
Dec 22,2019,A4 Prestige 2.0L,Excessive Oil Usage,"104,700 miles","I bought this car for my 16 year old in October 2019 from Bob Moore Audi. Before purchasing the car, I asked the service manager what problems they saw. The burning of the oil was never mentioned and I have now called Bob Moore to speak with the service manager. My daughter barely drove it because she didn't have her license yet and around Christmas the low oil light came on. I added a quart and contacted my mechanic. We have had the oil changed, and she hasn't driven it 1,000 miles since the oil change - and the light is on again She has barely driven it 2,000 miles since I bought the car for her. Now, I am finding out that this type of engine is known for burning oil. So why did the dealership not disclose this when I asked them about the history, and is this going to be a major issue that I need to find my daughter another car?","['bought', 'car', '16', 'year', 'old', 'octob', '2019', 'bob', 'moor', 'audi', 'purchas', 'car', 'ask', 'servic', 'manag', 'problem', 'saw', 'burn', 'oil', 'never', 'mention', 'call', 'bob', 'moor', 'speak', 'servic', 'manag', 'daughter', 'bare', 'drove', 'didnt', 'licens', 'yet', 'around', 'christma', 'low', 'oil', 'light', 'came', 'ad', 'quart', 'contact', 'mechan', 'oil', 'chang', 'hasnt', 'driven', '1000', 'mile', 'sinc', 'oil', 'chang', 'light', 'bare', 'driven', '2000', 'mile', 'sinc', 'bought', 'car', 'find', 'type', 'engin', 'known', 'burn', 'oil', 'dealership', 'disclos', 'ask', 'histori', 'go', 'major', 'issu', 'need', 'find', 'daughter', 'anoth', 'car']"
Nov 02,2020,A4 2L T Quattro,Excessive Oil Usage,"64,312 miles","I bought this car used... I just want it fixed and I think Audi knew of the piston ring problems in 2008 from forums I have read. Please help! I cannot afford to fix this issue. I had a Honda before this and never had any issues with it. My Honda was written off through no fault of my own and I decided to buy used. Big mistake with the Audi oil burner... great ride, though.","['bought', 'car', 'use', 'want', 'fix', 'think', 'audi', 'knew', 'piston', 'ring', 'problem', '2008', 'forum', 'read', 'pleas', 'help', 'afford', 'fix', 'issu', 'honda', 'never', 'issu', 'honda', 'written', 'fault', 'decid', 'buy', 'use', 'big', 'mistak', 'audi', 'oil', 'burner', 'great', 'ride', 'though']"
Jul 26,2019,A4 2.0t,Excessive Oil Usage,"67,000 miles","We were driving in the mountains near Denver and while going down a steep descent, we experienced heavy vibration when braking (probably a warped rotor). This problem is unrelated to the complaint but it prompted me to go through the car's computer menu where I discovered there was no oil in the engine. Normally the computer gives us a low oil warning but we didn't receive any such warning since the last oil change at 64,315 miles. There are now approximately 67,000 miles on the vehicle. I would have caught this sooner if I'd been able to check the oil manually but the geniuses at Audi decided not to put a dip stick on this car. The only way to know your oil level is low is for the car's computer to tell you, either with a dashboard warning, which we didn't receive, or by going through the computer menu. Oil level is the only information the computer gives you. It tells you nothing about the quality of the oil in the engine (is it dirty, gummy, etc.). There's a class action lawsuit against this model, which was settled around five years ago. I didn't apply for compensation prior to the application period for compensation expiring, because I wasn't having any oil issues until now.","['drive', 'mountain', 'near', 'denver', 'go', 'steep', 'descent', 'experienc', 'heavi', 'vibrat', 'brake', 'probabl', 'warp', 'rotor', 'problem', 'unrel', 'complaint', 'prompt', 'go', 'car', 'comput', 'menu', 'discov', 'oil', 'engin', 'normal', 'comput', 'give', 'us', 'low', 'oil', 'warn', 'didnt', 'receiv', 'warn', 'sinc', 'last', 'oil', 'chang', '64315', 'mile', 'approxim', '67000', 'mile', 'vehicl', 'would', 'caught', 'sooner', 'id', 'abl', 'check', 'oil', 'manual', 'genius', 'audi', 'decid', 'put', 'dip', 'stick', 'car', 'way', 'know', 'oil', 'level', 'low', 'car', 'comput', 'tell', 'either', 'dashboard', 'warn', 'didnt', 'receiv', 'go', 'comput', 'menu', 'oil', 'level', 'inform', 'comput', 'give', 'tell', 'noth', 'qualiti', 'oil', 'engin', 'dirti', 'gummi', 'etc', 'there', 'class', 'action', 'lawsuit', 'model', 'settl', 'around', 'five', 'year', 'ago', 'didnt', 'appli', 'compens', 'prior', 'applic', 'period', 'compens', 'expir', 'wasnt', 'oil', 'issu']"
Nov 15,2018,A4 2.0L,Excessive Oil Usage,"58,000 miles","Audi has fault in this type of model. I believe they never pay much attention on engine reliability, always focus on performance, additional features. I will NEVER, EVER, EVER in my life buy this crap, ever.","['audi', 'fault', 'type', 'model', 'believ', 'never', 'pay', 'much', 'attent', 'engin', 'reliabl', 'alway', 'focu', 'perform', 'addit', 'featur', 'never', 'ever', 'ever', 'life', 'buy', 'crap', 'ever']"
Apr 20,2019,A4 2.0L Turbo,Excessive Oil Usage,"92,000 miles","Since I bought my car in 2013 I have had to take it to the dealership to get the oil topped off at 500 miles. My low oil light would always come on. I have since had several oil consumption tests and all parts changed out from all settlements yet my car remained to burn oil too rapidly and I have since took it into the dealership because 'check engine"" light came on and ""oil pressure too low' came on sometimes when I would turn. I have all service records to support me bringing my car to the dealership several times to solve this oil problem. No solution. My oil sensors were just changed Jan 2019 and a few months later when I would turn it told me my oil was too low. The light would pop up quick and go away. This happened 3 more times in one day and I checked it every time I checked it it said it was 3/4 full. I was baffled. The only thing I could think of was the oil sensor that was replaced wasn't giving a proper reading. I quickly pulled over to buy oil since it was an hour away from the dealership. bought a quart of oil and checked the oil. This time it said the oil was bone dry. I added a quart and tried starting the car yet it wouldn't start it sounded like it was going to start but wouldn't turn over.I panicked. I called the dealership before they left for the day and explained what was going on and verified that they had in fact changed the sensor which was called ""Oil Pressure Switch"". They said to have it towed in and so I had it towed in after hours-Fri night. I called several times yet it was a Sat; therefore, I didn't hear from them until Tuesday. They said I needed a new Timing chain and a few days later they said I need a new engine. They said they don't know how it happened and in order to take the engine apart it would be over $2500 and replacing the engine will cost me $15k.","['sinc', 'bought', 'car', '2013', 'take', 'dealership', 'get', 'oil', 'top', '500', 'mile', 'low', 'oil', 'light', 'would', 'alway', 'come', 'sinc', 'sever', 'oil', 'consumpt', 'test', 'part', 'chang', 'settlement', 'yet', 'car', 'remain', 'burn', 'oil', 'rapidli', 'sinc', 'took', 'dealership', 'check', 'engin', 'light', 'came', 'oil', 'pressur', 'low', 'came', 'sometim', 'would', 'turn', 'servic', 'record', 'support', 'bring', 'car', 'dealership', 'sever', 'time', 'solv', 'oil', 'problem', 'solut', 'oil', 'sensor', 'chang', 'jan', '2019', 'month', 'later', 'would', 'turn', 'told', 'oil', 'low', 'light', 'would', 'pop', 'quick', 'go', 'away', 'happen', '3', 'time', 'one', 'day', 'check', 'everi', 'time', 'check', 'said', '34', 'full', 'baffl', 'thing', 'could', 'think', 'oil', 'sensor', 'replac', 'wasnt', 'give', 'proper', 'read', 'quickli', 'pull', 'buy', 'oil', 'sinc', 'hour', 'away', 'dealership', 'bought', 'quart', 'oil', 'check', 'oil', 'time', 'said', 'oil', 'bone', 'dri', 'ad', 'quart', 'tri', 'start', 'car', 'yet', 'wouldnt', 'start', 'sound', 'like', 'go', 'start', 'wouldnt', 'turn', 'overi', 'panick', 'call', 'dealership', 'left', 'day', 'explain', 'go', 'verifi', 'fact', 'chang', 'sensor', 'call', 'oil', 'pressur', 'switch', 'said', 'tow', 'tow', 'hoursfri', 'night', 'call', 'sever', 'time', 'yet', 'sat', 'therefor', 'didnt', 'hear', 'tuesday', 'said', 'need', 'new', 'time', 'chain', 'day', 'later', 'said', 'need', 'new', 'engin', 'said', 'dont', 'know', 'happen', 'order', 'take', 'engin', 'apart', 'would', '2500', 'replac', 'engin', 'cost', '15k']"
Aug 01,2018,A4,Excessive Oil Usage,"50,000 miles","A4 2011 model was consuming oil very frequently. They did some oil test and finally replaced most of the parts like piston, ring and tension-er and other parts to fix the issue. Hopefully I can keep this vehicle for another 50K miles without any other problems.","['a4', '2011', 'model', 'consum', 'oil', 'frequent', 'oil', 'test', 'final', 'replac', 'part', 'like', 'piston', 'ring', 'tension', 'part', 'fix', 'issu', 'hope', 'keep', 'vehicl', 'anoth', '50k', 'mile', 'without', 'problem']"
Dec 17,2016,A4 A4 2.0L Tfsi,Excessive Oil Usage,"80,000 miles","When I first bought my car at 80,000 miles it leaked from the valve cover. Didn't see it because it was later in the evening when I bought it. After 2,000 miles I noticed my oil light come on. At this point I put oil in it and fixed the valve cover since it was a bit bent. No more leaks but still uses of quite a bit of oil. I used to travel for my job and always carried a jug of oil with me. I do my own work and maintenance so I know the ins and outs of my car.Now at 113,000 and still been adding oil till this day. I've looked everywhere for a solution and it's all the same thing to take it into the dealership. Not happy. Last time I had them do my timing chain with new guides they over filled my oil and my car ran like crap and was jerking.I did a recent tune up on it so I knew it wasn't anything I did. Even did an oil change before it went in. Just for the hell of it I decided to do another oil change which old had about 100 miles on. Well somehow I end up draining 10 quarts of oil out of my car and noticed it was leaking from the transmission oil cooler. It was a puddle of oil. I loosen all my oil lines and re-attached them and the leak went away. Dealership over filled my oil without draining it. Didn't have time to go back due to traveling for job. I was away for a whole month.","['first', 'bought', 'car', '80000', 'mile', 'leak', 'valv', 'cover', 'didnt', 'see', 'later', 'even', 'bought', '2000', 'mile', 'notic', 'oil', 'light', 'come', 'point', 'put', 'oil', 'fix', 'valv', 'cover', 'sinc', 'bit', 'bent', 'leak', 'still', 'use', 'quit', 'bit', 'oil', 'use', 'travel', 'job', 'alway', 'carri', 'jug', 'oil', 'work', 'mainten', 'know', 'in', 'out', 'carnow', '113000', 'still', 'ad', 'oil', 'till', 'day', 'ive', 'look', 'everywher', 'solut', 'thing', 'take', 'dealership', 'happi', 'last', 'time', 'time', 'chain', 'new', 'guid', 'fill', 'oil', 'car', 'ran', 'like', 'crap', 'jerkingi', 'recent', 'tune', 'knew', 'wasnt', 'anyth', 'even', 'oil', 'chang', 'went', 'hell', 'decid', 'anoth', 'oil', 'chang', 'old', '100', 'mile', 'well', 'somehow', 'end', 'drain', '10', 'quart', 'oil', 'car', 'notic', 'leak', 'transmiss', 'oil', 'cooler', 'puddl', 'oil', 'loosen', 'oil', 'line', 'reattach', 'leak', 'went', 'away', 'dealership', 'fill', 'oil', 'without', 'drain', 'didnt', 'time', 'go', 'back', 'due', 'travel', 'job', 'away', 'whole', 'month']"
Jan 01,2015,A4 ES 2.0L,Excessive Oil Usage,"66,000 miles","I called and called the dealership about the car using oil excessively... they kept telling me it was normal... I'm not a mechanic, but I know using 2 quarts plus in 5k miles is something wrong. I started reporting it before the car had 40k miles on it... then I filled out the paperwork for the lawsuit.... my car is a 2011.. when I got the paperwork in the mail that lawsuit was won .. I called. my car had 82K miles on it. they said they couldn't do anything because it was 2k over the limit granted in the lawsuit. WHAT? this is ridiculous. this car now has 99K miles on it and uses a quart of oil every 1k miles. biggest disappointment from any car and manufacturer I have ever heard of . to me this is totally unacceptable!!!!!!!!","['call', 'call', 'dealership', 'car', 'use', 'oil', 'excess', 'kept', 'tell', 'normal', 'im', 'mechan', 'know', 'use', '2', 'quart', 'plu', '5k', 'mile', 'someth', 'wrong', 'start', 'report', 'car', '40k', 'mile', 'fill', 'paperwork', 'lawsuit', 'car', '2011', 'got', 'paperwork', 'mail', 'lawsuit', 'call', 'car', '82k', 'mile', 'said', 'couldnt', 'anyth', '2k', 'limit', 'grant', 'lawsuit', 'ridicul', 'car', '99k', 'mile', 'use', 'quart', 'oil', 'everi', '1k', 'mile', 'biggest', 'disappoint', 'car', 'manufactur', 'ever', 'heard', 'total', 'unaccept']"
Jan 01,2015,A4,Excessive Oil Usage,"85,000 miles",Engine was replaced and still continues to consume excessive amounts of oil. Not covered under warranty anymore so I'm not sure what my options are now. I have to add a quart of oil every 200 to 300 miles.,"['engin', 'replac', 'still', 'continu', 'consum', 'excess', 'amount', 'oil', 'cover', 'warranti', 'anymor', 'im', 'sure', 'option', 'add', 'quart', 'oil', 'everi', '200', '300', 'mile']"
Sep 15,2016,A4 Prestige,Excessive Oil Usage,"83,000 miles","Bought the car used from Audi of Nashua NH, they said it was perfect. Then after the 4th time in at Fathers and Sons in West Springfield MA they said the time to fix expired in July 2017, funny I bought the car in August 2017. The MA dealer said the NH dealer should have known and fixed it since they had it while covered, instead they lied and passed it on to me. Never going to buy another Audi! They don't stand by their cars.","['bought', 'car', 'use', 'audi', 'nashua', 'nh', 'said', 'perfect', '4th', 'time', 'father', 'son', 'west', 'springfield', 'said', 'time', 'fix', 'expir', 'juli', '2017', 'funni', 'bought', 'car', 'august', '2017', 'dealer', 'said', 'nh', 'dealer', 'known', 'fix', 'sinc', 'cover', 'instead', 'lie', 'pass', 'never', 'go', 'buy', 'anoth', 'audi', 'dont', 'stand', 'car']"
Mar 04,2017,A4,Excessive Oil Usage,"98,000 miles","I have always been diligent about having my car serviced when needed. I always have had the oil changed or added when needed. My car has been burning excessive oil and my husband has been having to add oil every week it seemed. Finally, my husband and I were out to breakfast and got in my car to drive home and it was idling very rough which resulted in it not driving forward or in reverse. The result was having it towed to the mechanic where the diagnosis was I needed a new engine. Not at all happy!! I've never had to replace an engine in a car and my car has been babied and well taken care of.","['alway', 'dilig', 'car', 'servic', 'need', 'alway', 'oil', 'chang', 'ad', 'need', 'car', 'burn', 'excess', 'oil', 'husband', 'add', 'oil', 'everi', 'week', 'seem', 'final', 'husband', 'breakfast', 'got', 'car', 'drive', 'home', 'idl', 'rough', 'result', 'drive', 'forward', 'revers', 'result', 'tow', 'mechan', 'diagnosi', 'need', 'new', 'engin', 'happi', 'ive', 'never', 'replac', 'engin', 'car', 'car', 'babi', 'well', 'taken', 'care']"
Sep 05,2016,A4 2.0L,Excessive Oil Usage,"77,000 miles","October 4, 2014 I purchased from Boardwalk Auto in Redwood City, CA a used 2011 Audi A4 Wagon Avant Quattro with about 75,400 miles on it on August 7, 2016 . Very clean nice ride but it burns oil like crazy! Iâ€™m now at 79,765 and have put in my 7th quart of oil. I noticed on the site that there was a problem with the some models up to 2010; can I learn more about this? Also why is there no Dip Stick and from where should I get one?","['octob', '4', '2014', 'purchas', 'boardwalk', 'auto', 'redwood', 'citi', 'ca', 'use', '2011', 'audi', 'a4', 'wagon', 'avant', 'quattro', '75400', 'mile', 'august', '7', '2016', 'clean', 'nice', 'ride', 'burn', 'oil', 'like', 'crazi', 'iâm', '79765', 'put', '7th', 'quart', 'oil', 'notic', 'site', 'problem', 'model', '2010', 'learn', 'also', 'dip', 'stick', 'get', 'one']"
Jun 21,2016,A4 A-4 2.0L,Excessive Oil Usage,"21,828 miles","In Dec. 2010 I purchased a new 2011 Audi A-4 and loved the car although I did not drive it much as I had problems with my back and wintered in Fla. When I returned in May and drove my new car approx. 4500 miles, I notice the oil light had come on, read the manual and check with the dealer and he said to add oil as it is normal for high performance engines. I did and noticed that approx. every 1500 miles the oil gauge was coming on. I spoke with them again and brought it in for an oil change at 10,000 miles as I felt it was due.Once again they assured me nothing wrong, normal. I had it serviced at 15,000 miles again no problem, just add oil when the light comes on. On June 21, 2016 with 21,828 miles on the vehicle I brought it in for an oil change but to a different dealership Herb Chambers in Burlington. They told me that the some of the 2009 & 2011 had problems with using excessive oil and they could do a test but I would have to bring it back after I put 2000 miles on it for the second test. When I brought it back with 24,765 miles on it the oil gauge was down.They performed the second portion of the test on Sept. 28, 2016 and today is Oct 5 and I still have not rec'd my car back. I did call them on Sept 30 to see when it would be ready and they said they were waiting to hear back from Audi in Michigan as this is a $4000 job and they want to make sure it will be covered.","['dec', '2010', 'purchas', 'new', '2011', 'audi', 'a4', 'love', 'car', 'although', 'drive', 'much', 'problem', 'back', 'winter', 'fla', 'return', 'may', 'drove', 'new', 'car', 'approx', '4500', 'mile', 'notic', 'oil', 'light', 'come', 'read', 'manual', 'check', 'dealer', 'said', 'add', 'oil', 'normal', 'high', 'perform', 'engin', 'notic', 'approx', 'everi', '1500', 'mile', 'oil', 'gaug', 'come', 'spoke', 'brought', 'oil', 'chang', '10000', 'mile', 'felt', 'dueonc', 'assur', 'noth', 'wrong', 'normal', 'servic', '15000', 'mile', 'problem', 'add', 'oil', 'light', 'come', 'june', '21', '2016', '21828', 'mile', 'vehicl', 'brought', 'oil', 'chang', 'differ', 'dealership', 'herb', 'chamber', 'burlington', 'told', '2009', '2011', 'problem', 'use', 'excess', 'oil', 'could', 'test', 'would', 'bring', 'back', 'put', '2000', 'mile', 'second', 'test', 'brought', 'back', '24765', 'mile', 'oil', 'gaug', 'downthey', 'perform', 'second', 'portion', 'test', 'sept', '28', '2016', 'today', 'oct', '5', 'still', 'recd', 'car', 'back', 'call', 'sept', '30', 'see', 'would', 'readi', 'said', 'wait', 'hear', 'back', 'audi', 'michigan', '4000', 'job', 'want', 'make', 'sure', 'cover']"
Jul 01,2014,A4 2.0L,Excessive Oil Usage,"30,000 miles","Started slow, now I am using about 1 quart of oil every 750 miles. I have oil on the floor of the garage at the bottom of the exhaust pipes. And I always have an extra quart of oil in the trunk for safety.","['start', 'slow', 'use', '1', 'quart', 'oil', 'everi', '750', 'mile', 'oil', 'floor', 'garag', 'bottom', 'exhaust', 'pipe', 'alway', 'extra', 'quart', 'oil', 'trunk', 'safeti']"
Jun 19,2012,A4 Sedan 2.0L Turbo,Excessive Oil Usage,"12,211 miles","Years after first recalled, still having the Issue....","['year', 'first', 'recal', 'still', 'issu']"
Sep 28,2015,A4 2.0t,Excessive Oil Usage,"87,000 miles","This is a story of true contrasting Audi dealership in Michigan. One dealership honored warranty repairs without any cost while another dealership tried to charge huge amount for the same warranty repair. One dealership showed high standard of professionalism in maintain Audiâ€™s reputation while another dealership is spoiling Audiâ€™s reputation by cheating and insulting the customer. Following two scenarios explains the case:Scenario 1: Suburban Farmington Hills Audi, MI I had a dream to buy an Audi car since my high school days. It took ten years to fulfill the dream when I purchase Audi 2011 A4 2.0T in Connecticut September 22, 2015. Underwent thorough inspection of the car, oil change/filter change and other fluid top-offs and thorough inspection at Hoffman East Hartford Audi, Connecticut on September 24, 2015. I took Audi from Connecticut to Michigan traveling 800 miles. After 1st week of purchase of this mint-conditioned Audi with new oil change and service, I saw oil level sign bright red on my dashboard, signaling â€œplease add oil (max 1 quart).â€ I was shocked to learn about that warning sign because after new oil change service the oil is supposed to last more than 10,000 miles. But my oil thirsty Audi car started craving for new oil within 800 miles of journey, without any obvious sign of oil leakage.","['stori', 'true', 'contrast', 'audi', 'dealership', 'michigan', 'one', 'dealership', 'honor', 'warranti', 'repair', 'without', 'cost', 'anoth', 'dealership', 'tri', 'charg', 'huge', 'amount', 'warranti', 'repair', 'one', 'dealership', 'show', 'high', 'standard', 'profession', 'maintain', 'audiâ', 'reput', 'anoth', 'dealership', 'spoil', 'audiâ', 'reput', 'cheat', 'insult', 'custom', 'follow', 'two', 'scenario', 'explain', 'casescenario', '1', 'suburban', 'farmington', 'hill', 'audi', 'mi', 'dream', 'buy', 'audi', 'car', 'sinc', 'high', 'school', 'day', 'took', 'ten', 'year', 'fulfil', 'dream', 'purchas', 'audi', '2011', 'a4', '20t', 'connecticut', 'septemb', '22', '2015', 'underw', 'thorough', 'inspect', 'car', 'oil', 'changefilt', 'chang', 'fluid', 'topoff', 'thorough', 'inspect', 'hoffman', 'east', 'hartford', 'audi', 'connecticut', 'septemb', '24', '2015', 'took', 'audi', 'connecticut', 'michigan', 'travel', '800', 'mile', '1st', 'week', 'purchas', 'mintcondit', 'audi', 'new', 'oil', 'chang', 'servic', 'saw', 'oil', 'level', 'sign', 'bright', 'red', 'dashboard', 'signal', 'âœpleas', 'add', 'oil', 'max', '1', 'quartâ', 'shock', 'learn', 'warn', 'sign', 'new', 'oil', 'chang', 'servic', 'oil', 'suppos', 'last', '10000', 'mile', 'oil', 'thirsti', 'audi', 'car', 'start', 'crave', 'new', 'oil', 'within', '800', 'mile', 'journey', 'without', 'obviou', 'sign', 'oil', 'leakag']"
Oct 01,2013,A4 Front Track,Excessive Oil Usage,"40,000 miles","Audi from 2009 - 2011 made cars with oil consumption problems, to which there was a class action law suit filed. My car was tested and goes through one quart of oil every 1000 miles..... RIDICULOUS! They would only pay for half of this $3,500 repair, due to the mileage - however I had been informing my Audi dealership (Audi Raleigh) of this issue for MONTHS prior to receiving the class action law suit.They are not only terrible cars, but their management is faulty, and the way their treat their customers is less that satisfactory. needless to say - i will never buy another Audi, and i would recommend you don't either.","['audi', '2009', '2011', 'made', 'car', 'oil', 'consumpt', 'problem', 'class', 'action', 'law', 'suit', 'file', 'car', 'test', 'goe', 'one', 'quart', 'oil', 'everi', '1000', 'mile', 'ridicul', 'would', 'pay', 'half', '3500', 'repair', 'due', 'mileag', 'howev', 'inform', 'audi', 'dealership', 'audi', 'raleigh', 'issu', 'month', 'prior', 'receiv', 'class', 'action', 'law', 'suitthey', 'terribl', 'car', 'manag', 'faulti', 'way', 'treat', 'custom', 'less', 'satisfactori', 'needless', 'say', 'never', 'buy', 'anoth', 'audi', 'would', 'recommend', 'dont', 'either']"
Jan 02,2012,A4 2.0L,Excessive Oil Usage,"81,000 miles","My 2011 Audi has burned oil, every 2500 miles, from the get go. I brought it to the dealer and they did a consumption test Phase 1 and Phase 2 in 2012. They said it was normal. Recently I have had to add oil every 600 miles. I just called the dealer. They said because I did the test in 2012 and it came back normal, there is nothing they can do. What a crock! I will never buy an Audi again.","['2011', 'audi', 'burn', 'oil', 'everi', '2500', 'mile', 'get', 'go', 'brought', 'dealer', 'consumpt', 'test', 'phase', '1', 'phase', '2', '2012', 'said', 'normal', 'recent', 'add', 'oil', 'everi', '600', 'mile', 'call', 'dealer', 'said', 'test', '2012', 'came', 'back', 'normal', 'noth', 'crock', 'never', 'buy', 'audi']"
Jul 30,2014,A4 Quattro 2.0L,Excessive Oil Usage,"65,678 miles","Car is using oil every 800 miles, just not right.Had it serviced at a qualified Audi dealership from day one.They never mentioned this problem.","['car', 'use', 'oil', 'everi', '800', 'mile', 'righthad', 'servic', 'qualifi', 'audi', 'dealership', 'day', 'onethey', 'never', 'mention', 'problem']"
Sep 14,2019,Civic LX-S 1.8L,Clear Coat Peeling,"125,500 miles","Paint on these cars are really bad. I washed the car, applied wax, then a few days later I see chips on my left fender. Here's what you should do - get a touch up paint at a body shop, then after a week, get the car plasti dipped. The car may not look as cool as you want it to but will protect the paint from about 3 years and you can reapply it again. Or maybe go with ceramic coating if plasti dip ain't your thing.","['paint', 'car', 'realli', 'bad', 'wash', 'car', 'appli', 'wax', 'day', 'later', 'see', 'chip', 'left', 'fender', 'here', 'get', 'touch', 'paint', 'bodi', 'shop', 'week', 'get', 'car', 'plasti', 'dip', 'car', 'may', 'look', 'cool', 'want', 'protect', 'paint', '3', 'year', 'reappli', 'mayb', 'go', 'ceram', 'coat', 'plasti', 'dip', 'aint', 'thing']"
